step,m_k0,m_k1,m_k2
705,0.030509,0.013926,-0.019244
706,0.029848,0.013626,-0.018827
707,0.029219,0.013341,-0.018431
708,0.028621,0.013070,-0.018054
709,0.028052,0.012812,-0.017695
710,0.034387,0.015712,-0.021692
711,0.033538,0.015326,-0.021156
712,0.032730,0.014958,-0.020647
713,0.031962,0.014608,-0.020162
714,0.031231,0.014276,-0.019701
715,0.030535,0.013959,-0.019262
716,0.029874,0.013658,-0.018845
717,0.029245,0.013372,-0.018449
718,0.028647,0.013099,-0.018071
719,0.028077,0.012840,-0.017712
720,0.034412,0.015729,-0.021706
721,0.033563,0.015342,-0.021171
722,0.032755,0.014974,-0.020661
723,0.031987,0.014623,-0.020177
724,0.031256,0.014290,-0.019715
725,0.030560,0.013973,-0.019277
726,0.029899,0.013672,-0.018860
727,0.029270,0.013385,-0.018463
728,0.028671,0.013113,-0.018086
729,0.028102,0.012853,-0.017727
730,0.034435,0.015714,-0.021714
731,0.033585,0.015328,-0.021179
732,0.032777,0.014961,-0.020669
733,0.032009,0.014612,-0.020185
734,0.031278,0.014279,-0.019724
735,0.030582,0.013963,-0.019286
736,0.029921,0.013663,-0.018869
737,0.029291,0.013377,-0.018472
738,0.028693,0.013105,-0.018095
739,0.028124,0.012846,-0.017736
740,0.034456,0.015692,-0.021720
741,0.033607,0.015307,-0.021185
742,0.032799,0.014941,-0.020676
743,0.032030,0.014593,-0.020192
744,0.031299,0.014262,-0.019731
745,0.030603,0.013947,-0.019293
746,0.029942,0.013648,-0.018876
747,0.029312,0.013363,-0.018480
748,0.028714,0.013092,-0.018103
749,0.028144,0.012834,-0.017744
750,0.034474,0.015679,-0.021729
751,0.033625,0.015295,-0.021194
752,0.032817,0.014930,-0.020685
753,0.032048,0.014583,-0.020201
754,0.031317,0.014252,-0.019740
755,0.030622,0.013938,-0.019302
756,0.029960,0.013639,-0.018886
757,0.029331,0.013355,-0.018489
758,0.028732,0.013084,-0.018112
759,0.028163,0.012827,-0.017754
760,0.034491,0.015681,-0.021741
761,0.033642,0.015297,-0.021206
762,0.032834,0.014932,-0.020697
763,0.032065,0.014584,-0.020213
764,0.031334,0.014254,-0.019752
765,0.030639,0.013940,-0.019314
766,0.029977,0.013641,-0.018898
767,0.029348,0.013357,-0.018501
768,0.028750,0.013086,-0.018124
769,0.028180,0.012829,-0.017766
770,0.034508,0.015682,-0.021752
771,0.033658,0.015298,-0.021217
772,0.032850,0.014933,-0.020708
